,traveller_username,date,covid,star,rating,aspect_sentiment,count_topic_4,topic_4,count_topic_1,topic_1,count_topic_0,topic_0,count_topic_2,topic_2,count_topic_3,topic_3
28923,TheAug,2015-12-01,PreCovid,5,4.0,"[[room, perfect, 2]]",,,,,,,1.0,1.0,,
28924,Judy B,2015-12-01,PreCovid,5,5.0,"[[staff, everi, 0], [staff, poolsid, 0]]",,,,,2.0,0.0,,,,
28925,TheBanksLife,2015-12-01,PreCovid,5,5.0,"[[hotel, nicest, 1], [breakfast, worth, 1], [bed, 'right besid', 2], [hotel, big, 1], [time, amaz, 4], [mall, someth, 1]]",1.0,0.0,4.0,0.075,,,1.0,0.2857142857142857,,
28926,Christophe0703,2015-12-01,PreCovid,5,5.0,"[[time, second, 4], [time, second, 4], [hotel, better, 1], [visit, first, 0], [time, 'even better', 4], [time, first, 4], [bathroom, previous, 2], [room, servic, 2]]",4.0,0.1875,1.0,0.5,1.0,0.25,2.0,-0.08333333333333333,,
28927,Kurt K,2015-12-01,PreCovid,5,4.0,"[[citi, extra, 1], [view, glad, 0], [hotel, sheer, 1], [time, great, 4]]",1.0,0.8,2.0,0.0,1.0,0.5,,,,
28928,Alex46_11,2015-12-01,PreCovid,5,5.0,"[[hotel, super, 1], [pool, swim, 2], [pool, largest, 2], [pool, best, 2]]",,,1.0,0.3333333333333333,,,3.0,0.3333333333333333,,
28929,manisehgal223,2015-12-01,PreCovid,5,5.0,"[[pool, least, 2], [pool, 'last least', 2]]",,,,,,,2.0,-0.22499999999999998,,
28930,Kerri54321,2015-12-01,PreCovid,5,5.0,"[[time, fresh, 4], [night, longer, 0]]",1.0,0.3,,,1.0,0.0,,,,
28931,flamingo2506,2015-01-01,PreCovid,5,5.0,"[[view, top, 0], [hotel, top, 1]]",,,1.0,0.5,1.0,0.5,,,,
28932,Trinh H,2015-02-01,PreCovid,5,3.0,"[[stay, singapor, 0], [price, high, 2]]",,,,,1.0,0.0,1.0,0.16,,
28933,Marc Alexander U,2015-12-01,PreCovid,5,2.0,"[[view, grand, 0]]",,,,,1.0,0.5,,,,
28934,Katherine_1988,2015-11-01,PreCovid,5,4.0,"[[check, late, 4], [hotel, nice, 1], [night, fine, 0]]",1.0,-0.3,1.0,0.6,1.0,0.4166666666666667,,,,
28935,Riyas B,2015-11-01,PreCovid,5,4.0,"[[room, standard, 2], [mall, big, 1]]",,,1.0,0.0,,,1.0,0.0,,
28936,Derek B,2015-10-01,PreCovid,5,5.0,"[[room, spectacular, 2], [room, strait, 2]]",,,,,,,2.0,0.3,,
28937,RGAngelova,2015-02-01,PreCovid,5,3.0,"[[check, bad, 4], [time, first, 4], [time, first, 4], [manag, servic, 4]]",4.0,-0.04999999999999996,,,,,,,,
28938,chazhjr,2015-11-01,PreCovid,5,3.0,"[[price, good, 2], [price, 'also good', 2], [room, servic, 2], [price, true, 2], [price, luxuri, 2]]",,,,,,,5.0,0.35,,
28939,Rob Med,2015-11-01,PreCovid,5,4.0,"[[room, big, 2], [room, nice, 2], [day, mid, 4], [room, onward, 2], [room, clean, 2], [hotel, smaller, 1], [time, next, 4]]",2.0,0.0,1.0,0.0,,,4.0,0.24166666666666667,,
28940,robert v,2015-12-01,PreCovid,5,3.0,"[[room, top, 2], [room, kid, 2], [check, nice, 4]]",1.0,0.6,,,,,2.0,0.25,,
28941,Steph,2015-11-01,PreCovid,5,5.0,"[[room, live, 2], [room, giant, 2]]",,,,,,,2.0,0.06818181818181818,,
28942,PakiNomad,2015-03-01,PreCovid,5,5.0,[],,,,,,,,,,
28943,Aimee H,2015-11-01,PreCovid,5,4.0,"[[guest, due, 4], [guest, high, 4]]",2.0,0.0175,,,,,,,,
28944,gmmax1988,2015-11-01,PreCovid,5,5.0,"[[club, round, 0], [room, high, 2], [staff, good, 0]]",,,,,2.0,0.24999999999999997,1.0,0.16,,
28945,Victortarik,2015-12-01,PreCovid,5,5.0,"[[hotel, singapor, 1]]",,,1.0,0.0,,,,,,
28946,iamstejones,2015-09-01,PreCovid,5,4.0,"[[pool, singapor, 2]]",,,,,,,1.0,0.0,,
28947,Gvipin,2015-11-01,PreCovid,5,4.0,"[[floor, good, 2], [floor, top, 2], [time, first, 4], [time, singapor, 4], [visit, next, 0]]",2.0,0.125,,,1.0,0.0,2.0,0.6,,
28948,Christina,2015-01-01,PreCovid,5,5.0,"[[pool, swim, 2], [love, chocol, 0], [love, bottom, 0]]",,,,,2.0,0.5,1.0,0.0,,
28949,Mihai,2015-03-01,PreCovid,5,5.0,[],,,,,,,,,,
28950,E_lina132013,2015-11-01,PreCovid,5,5.0,[],,,,,,,,,,
28951,Robert A,2015-10-01,PreCovid,5,1.0,"[[day, total, 4]]",1.0,0.0,,,,,,,,
28952,Jaz C,2015-12-01,PreCovid,5,5.0,"[[servic, top, 3], [night, last, 0], [night, last, 0]]",,,,,2.0,0.0,,,1.0,0.5
28953,thejetsettergirl,2015-10-01,PreCovid,5,5.0,"[[view, singapor, 0], [club, loung, 0], [club, mini, 0], [room, free, 2], [room, experi, 2], [room, worth, 2], [room, larger, 2], [stay, great, 0]]",,,,,4.0,0.2,4.0,0.175,,
28954,annakennedy55,2015-12-01,PreCovid,5,5.0,"[[peopl, vast, 2], [peopl, cathedr, 2], [peopl, light, 2], [peopl, constant, 2], [peopl, hum, 2], [stay, great, 0], [pool, famou, 2]]",,,,,1.0,0.8,6.0,0.06666666666666667,,
28955,Azlozi,2015-06-01,PreCovid,5,4.0,"[[view, incred, 0], [book, sure, 4], [stay, short, 0]]",1.0,0.5,,,2.0,0.0,,,,
28956,maria,2015-01-01,PreCovid,5,5.0,[],,,,,,,,,,
28957,Dennis O,2015-11-01,PreCovid,5,5.0,"[[room, sure, 2], [time, long, 4], [walk, celebr, 1]]",1.0,-0.05,1.0,0.0,,,1.0,0.5,,
28958,David E,2015-12-01,PreCovid,5,5.0,"[[restaur, endless, 1], [room, huge, 2], [room, complex, 2], [view, great, 0]]",,,1.0,-0.125,1.0,0.8,2.0,0.050000000000000044,,
28959,Anna,2015-11-01,PreCovid,5,5.0,"[[visit, singapor, 0], [visit, great, 0], [pool, spend, 2], [pool, incred, 2]]",,,,,2.0,0.4,2.0,0.0,,
28960,maaswordly,2015-12-01,PreCovid,5,5.0,"[[check, warmli, 4], [room, free, 2], [view, incred, 0]]",1.0,0.0,,,1.0,0.0,1.0,0.4,,
28961,gumby,2015-11-01,PreCovid,5,4.0,"[[night, total, 0], [hotel, top, 1], [pool, top, 2]]",,,1.0,0.5,1.0,0.0,1.0,0.5,,
28962,Alex K,2015-11-01,PreCovid,5,4.0,"[[pool, main, 2], [room, nice, 2], [room, 'alway nice', 2]]",,,,,,,3.0,0.45555555555555555,,
28963,GME928,2015-10-01,PreCovid,5,5.0,"[[room, exact, 2], [room, correct, 2], [room, extra, 2], [pool, nice, 2], [day, next, 4], [time, next, 4]]",2.0,0.0,,,,,4.0,0.2125,,
28964,Gary C,2015-11-01,PreCovid,5,5.0,"[[room, clean, 2], [pool, top, 2]]",,,,,,,2.0,0.43333333333333335,,
28965,185nayang,2015-12-01,PreCovid,5,4.0,"[[view, experi, 0], [staff, great, 0], [night, 'least one', 0]]",,,,,3.0,0.16666666666666666,,,,
28966,Ray R,2015-05-01,PreCovid,5,5.0,"[[check, popular, 4]]",1.0,0.6,,,,,,,,
28967,Duchies,2015-11-01,PreCovid,5,5.0,"[[floor, huge, 2], [hotel, high, 1], [hotel, overlook, 1], [staff, amaz, 0], [staff, memor, 0]]",,,2.0,0.08,2.0,0.0,1.0,0.4000000000000001,,
28968,mabelp76,2015-11-01,PreCovid,5,4.0,"[[time, last, 4], [pool, pax, 2], [hotel, good, 1]]",1.0,0.0,1.0,0.7,,,1.0,0.0,,
28969,dromdowney,2015-10-01,PreCovid,5,5.0,"[[room, special, 2], [breakfast, great, 1], [staff, good, 0], [staff, great, 0]]",,,1.0,0.8,2.0,0.75,1.0,0.35714285714285715,,
28970,EwhenandChristine,2015-11-01,PreCovid,5,5.0,[],,,,,,,,,,
28971,Daz G,2015-11-01,PreCovid,5,5.0,"[[staff, worth, 0], [staff, 'well worth', 0], [pool, great, 2], [pool, top, 2]]",,,,,2.0,0.3,2.0,0.65,,
28972,Tuner,2015-11-01,PreCovid,5,3.0,"[[room, great, 2]]",,,,,,,1.0,0.8,,
28973,Jolie H,2015-12-01,PreCovid,5,5.0,[],,,,,,,,,,
28974,Rob S,2015-11-01,PreCovid,5,3.0,[],,,,,,,,,,
28975,Amber B,2015-11-01,PreCovid,5,4.0,"[[night, last, 0], [bathroom, big, 2], [view, next, 0]]",,,,,2.0,0.0,1.0,0.0,,
28976,DF62,2015-11-01,PreCovid,5,5.0,"[[bathroom, great, 2], [time, open, 4], [time, everi, 4], [view, great, 0]]",2.0,0.0,,,1.0,0.8,1.0,0.8,,
28977,cowcowtan,2015-11-01,PreCovid,5,5.0,"[[hotel, small, 1], [floor, high, 2], [staff, front, 0]]",,,1.0,-0.25,1.0,0.0,1.0,0.16,,
28978,Omr86,2015-11-01,PreCovid,5,2.0,"[[mall, next, 1], [room, great, 2], [room, old, 2], [hotel, old, 1], [pool, worth, 2], [floor, top, 2], [peopl, full, 2], [manag, 'even iron', 4]]",1.0,0.0,2.0,0.05,,,5.0,0.41,,
28979,Lisa,2015-08-01,PreCovid,5,5.0,"[[view, clean, 0], [hotel, best, 1]]",,,1.0,1.0,1.0,0.3666666666666667,,,,
28980,jazemaster,2015-11-01,PreCovid,5,4.0,"[[hotel, cheaper, 1], [hotel, 'somewher cheaper', 1], [room, standard, 2], [singapor, 'longer differ', 0]]",,,2.0,0.0,1.0,0.0,1.0,0.0,,
28981,Hesham H,2015-11-01,PreCovid,5,4.0,"[[room, perfect, 2], [view, nice, 0], [view, perfect, 0], [servic, best, 3]]",,,,,2.0,0.8,1.0,1.0,1.0,1.0
28982,Danny,2015-11-01,PreCovid,5,5.0,"[[hotel, great, 1], [room, sceneri, 2], [hotel, 'long walk', 1]]",,,2.0,0.375,,,1.0,0.0,,
28983,Shelley C,2015-11-01,PreCovid,5,5.0,"[[view, great, 0]]",,,,,1.0,0.8,,,,
28984,CM67Melb,2015-11-01,PreCovid,5,4.0,"[[stay, experi, 0]]",,,,,1.0,0.0,,,,
28985,Frangipani12,2015-11-01,PreCovid,5,3.0,"[[night, great, 0], [day, sad, 4], [restaur, celebr, 1], [pool, mad, 2], [pool, spago, 2], [pool, poor, 2], [view, great, 0], [tea, high, 3], [restaur, thick, 1]]",1.0,-0.5,2.0,-0.15000000000000002,2.0,0.8,3.0,-0.3416666666666666,1.0,0.16
28986,Holly K,2015-11-01,PreCovid,5,5.0,"[[room, free, 2], [bay, brilliant, 0], [night, spectacular, 0], [friendli, complex, 3], [pool, insid, 2]]",,,,,2.0,0.75,2.0,0.2,1.0,-0.3
28987,Mal572,2015-11-01,PreCovid,5,3.0,"[[check, great, 4], [room, neighbour, 2], [check, 'later allow', 4], [time, 'well check', 4], [time, 'late check', 4], [guest, fair, 4]]",5.0,0.24,,,,,1.0,0.0,,
28988,_chanamanda,2015-05-01,PreCovid,5,5.0,"[[wait, long, 4], [wait, 'super long', 4], [room, key, 2], [room, 'right besid', 2]]",2.0,0.04583333333333333,,,,,2.0,0.14285714285714285,,
28989,Scott N,2015-11-01,PreCovid,5,5.0,"[[room, cheapest, 2], [hotel, overal, 1], [time, next, 4]]",1.0,0.0,1.0,0.0,,,1.0,0.0,,
28990,navverma,2015-10-01,PreCovid,5,5.0,[],,,,,,,,,,
28991,Jeff and Kerrie E,2015-11-01,PreCovid,5,4.0,[],,,,,,,,,,
28992,Charlie H,2015-11-01,PreCovid,5,4.0,"[[breakfast, earli, 1]]",,,1.0,0.0,,,,,,
28993,Bruni1941,2015-11-01,PreCovid,5,3.0,"[[bed, extra, 2], [realli, huge, 2]]",,,,,,,2.0,0.20000000000000004,,
28994,lucasglory,2015-11-01,PreCovid,5,4.0,"[[pool, swim, 2], [pool, 'extra view', 2], [time, first, 4]]",1.0,0.25,,,,,2.0,0.0,,
28995,SGDH,2015-11-01,PreCovid,5,5.0,"[[visit, spare, 0]]",,,,,1.0,0.0,,,,
28996,glenfiddich1985,2015-10-01,PreCovid,5,4.0,"[[night, overnight, 0], [room, singapor, 2], [hotel, free, 1], [guest, splendid, 4]]",1.0,0.8333333333333334,1.0,0.4,1.0,0.0,1.0,0.0,,
28997,Warwick S,2015-11-01,PreCovid,5,4.0,"[[room, big, 2], [bathroom, big, 2]]",,,,,,,2.0,0.0,,
28998,MishoPeicho,2015-02-01,PreCovid,5,4.0,"[[hotel, old, 1], [hotel, furnitur, 1], [bathroom, new, 2]]",,,2.0,0.05,,,1.0,0.13636363636363635,,
28999,Luke M,2015-11-01,PreCovid,5,4.0,"[[night, 'even one', 0]]",,,,,1.0,0.0,,,,
29000,Rob3078,2015-11-01,PreCovid,5,3.0,"[[bathroom, nice, 2], [bathroom, huge, 2], [day, full, 4], [pool, main, 2], [pool, attract, 2], [peopl, enough, 2], [peopl, far, 2]]",1.0,0.35,,,,,6.0,0.21111111111111114,,
29001,hanniepex,2015-05-01,PreCovid,5,4.0,"[[room, good, 2], [bed, big, 2], [book, wrong, 4], [night, singapor, 0]]",1.0,-0.5,,,1.0,0.0,2.0,0.35,,
29002,Estelalalove,2015-01-01,PreCovid,5,3.0,[],,,,,,,,,,
29003,G35joe,2015-11-01,PreCovid,5,5.0,"[[view, spectacular, 0], [stay, total, 0], [stay, worth, 0]]",,,,,3.0,0.3,,,,
29004,plpalani,2015-11-01,PreCovid,5,4.0,"[[floor, worth, 2], [floor, huge, 2], [view, good, 0]]",,,,,1.0,0.7,2.0,0.35000000000000003,,
29005,gandhiakshay,2015-11-01,PreCovid,5,4.0,[],,,,,,,,,,
29006,Helen C,2015-11-01,PreCovid,5,1.0,[],,,,,,,,,,
29007,Shyao513,2015-11-01,PreCovid,5,1.0,"[[room, cheapest, 2], [room, 'ever cheapest', 2], [view, 'even wors', 0], [view, great, 0], [day, first, 4]]",1.0,0.25,,,2.0,0.4,2.0,0.0,,
29008,BanhRan,2015-11-01,PreCovid,5,5.0,"[[restaur, full, 1]]",,,1.0,0.35,,,,,,
29009,mousejunior,2015-11-01,PreCovid,5,5.0,"[[room, premium, 2], [mall, huge, 1], [price, new, 2]]",,,1.0,0.4000000000000001,,,2.0,0.06818181818181818,,
29010,pearl81,2015-11-01,PreCovid,5,5.0,[],,,,,,,,,,
29011,Kiwikirin,2015-11-01,PreCovid,5,4.0,"[[hotel, fast, 1]]",,,1.0,0.2,,,,,,
29012,aus_gav,2015-05-01,PreCovid,5,5.0,"[[time, first, 4]]",1.0,0.25,,,,,,,,
29013,Dschoef,2015-11-01,PreCovid,5,4.0,"[[hotel, normal, 1]]",,,1.0,0.15,,,,,,
29014,Lizi S,2015-08-01,PreCovid,5,5.0,"[[help, 'well appoint', 3]]",,,,,,,,,1.0,0.0
29015,Mark.Atkinson,2015-11-01,PreCovid,5,5.0,"[[bathroom, huge, 2], [bathroom, equal, 2], [bathroom, huge, 2]]",,,,,,,3.0,0.2666666666666667,,
29016,ADabral,2015-11-01,PreCovid,5,5.0,"[[club, best, 0], [floor, second, 2]]",,,,,1.0,1.0,1.0,0.0,,
29017,AprilPalf,2015-11-01,PreCovid,5,5.0,"[[room, much, 2], [room, great, 2]]",,,,,,,2.0,0.5,,
29018,brucegurfein,2015-11-01,PreCovid,5,5.0,"[[pool, top, 2]]",,,,,,,1.0,0.5,,
29019,Savvytree,2015-08-01,PreCovid,5,5.0,"[[stay, indulg, 0]]",,,,,1.0,0.0,,,,
29020,Stephen B,2015-11-01,PreCovid,5,5.0,"[[hotel, good, 1], [hotel, best, 1], [pool, view, 2], [pool, top, 2], [view, great, 0]]",,,2.0,0.85,1.0,0.8,2.0,0.25,,
29021,DarrenPI,2015-11-01,PreCovid,5,4.0,"[[hotel, cheaper, 1], [night, 'even one', 0], [room, cheaper, 2]]",,,1.0,0.0,1.0,0.0,1.0,0.0,,
29022,Richard G,2015-10-01,PreCovid,5,3.0,"[[walk, insid, 1], [price, huge, 2], [price, clean, 2]]",,,1.0,0.0,,,2.0,0.3833333333333334,,
29023,Rezwan A. Sohan,2015-11-01,PreCovid,5,5.0,"[[time, good, 4]]",1.0,0.7,,,,,,,,
29024,CharlesThor,2015-10-01,PreCovid,5,2.0,"[[pool, everwher, 2], [room, central, 2], [view, nice, 0], [view, good, 0], [view, nice, 0]]",,,,,3.0,0.6333333333333333,2.0,0.0,,
29025,A Traveller F,2015-11-01,PreCovid,5,5.0,"[[bathroom, huge, 2]]",,,,,,,1.0,0.4000000000000001,,
29026,Djibrilduff,2015-09-01,PreCovid,5,4.0,"[[peopl, full, 2], [pool, top, 2]]",,,,,,,2.0,0.425,,
29027,Rebecca G,2015-11-01,PreCovid,5,5.0,"[[restaur, great, 1], [hotel, overal, 1], [hotel, great, 1]]",,,3.0,0.5333333333333333,,,,,,
29028,Adam C,2015-10-01,PreCovid,5,2.0,"[[room, arrang, 2]]",,,,,,,1.0,0.0,,
29029,Moses A,2015-11-01,PreCovid,5,5.0,[],,,,,,,,,,
29030,Lyka Bontogon,2015-07-01,PreCovid,5,5.0,"[[view, excel, 0]]",,,,,1.0,0.0,,,,
29031,xmana,2015-11-01,PreCovid,5,5.0,"[[view, best, 0], [check, servic, 4], [check, chec, 4], [mall, big, 1], [bed, good, 2]]",2.0,0.0,1.0,0.0,1.0,1.0,1.0,0.7,,
29032,Boyceyoz,2015-11-01,PreCovid,5,5.0,"[[floor, obvious, 2], [floor, higher, 2], [room, great, 2], [pool, great, 2], [view, great, 0], [friendli, 'much need', 3]]",,,,,1.0,0.8,4.0,0.4625,1.0,0.2
29033,Zari F,2015-11-01,PreCovid,5,5.0,"[[staff, nice, 0]]",,,,,1.0,0.6,,,,
29034,Philippe T,2015-09-01,PreCovid,5,5.0,"[[time, first, 4], [view, great, 0], [check, short, 4]]",2.0,0.125,,,1.0,0.8,,,,
29035,bonniederby,2015-11-01,PreCovid,5,5.0,"[[night, first, 0], [hotel, great, 1]]",,,1.0,0.8,1.0,0.25,,,,
29036,leelian2022,2015-10-01,PreCovid,5,1.0,"[[hotel, nice, 1], [staff, poor, 0], [time, 'instead wast', 4], [peopl, pointless, 2], [staff, second, 0], [day, next, 4], [day, second, 4], [day, third, 4], [day, fourth, 4], [day, next, 4], [day, nice, 4], [manag, new, 4], [experi, bad, 3], [staff, poor, 0], [love, tarnish, 0]]",8.0,0.09204545454545454,1.0,0.6,4.0,-0.07500000000000001,1.0,-0.25,1.0,-0.6999999999999998
29037,Slam77,2015-11-01,PreCovid,5,2.0,[],,,,,,,,,,
29038,Karen N,2015-11-01,PreCovid,5,4.0,"[[peopl, nice, 2], [peopl, experi, 2]]",,,,,,,2.0,0.3,,
29039,Andy S,2015-11-01,PreCovid,5,5.0,"[[view, good, 0], [view, wide, 0], [view, select, 0], [room, enough, 2], [stay, singapor, 0]]",,,,,4.0,0.15,1.0,0.0,,
29040,WennFoo,2015-11-01,PreCovid,5,5.0,"[[stay, servic, 0], [night, great, 0], [staff, fast, 0]]",,,,,3.0,0.3333333333333333,,,,
29041,Iva Cierra R,2015-11-01,PreCovid,5,5.0,"[[friendli, great, 3], [room, whole, 2]]",,,,,,,1.0,0.2,1.0,0.8
29042,RPGINDIA,2015-10-01,PreCovid,5,5.0,"[[time, fourth, 4], [pool, swim, 2]]",1.0,0.0,,,,,1.0,0.0,,
29043,SLee,2015-04-01,PreCovid,5,5.0,"[[time, long, 4], [floor, higher, 2], [time, next, 4]]",2.0,-0.025,,,,,1.0,0.25,,
29044,H K,2015-11-01,PreCovid,5,2.0,"[[guest, singapor, 4], [guest, top, 4]]",2.0,0.25,,,,,,,,
29045,andreasarica,2015-11-01,PreCovid,5,5.0,"[[help, great, 3]]",,,,,,,,,1.0,0.8
29046,Adventureisoutthere9,2015-11-01,PreCovid,5,1.0,"[[walk, short, 1], [pool, good, 2]]",,,1.0,0.0,,,1.0,0.7,,
29047,Kristi M,2015-11-01,PreCovid,5,4.0,"[[room, experi, 2], [room, full, 2], [room, experi, 2], [day, everi, 4], [visit, worth, 0]]",1.0,0.0,,,1.0,0.3,3.0,0.11666666666666665,,
29048,Trip201408,2015-11-01,PreCovid,5,4.0,"[[floor, higher, 2], [check, earli, 4], [check, late, 4], [time, similar, 4], [time, servic, 4], [time, everi, 4]]",5.0,-0.06,,,,,1.0,0.25,,
29049,Curious2go,2015-03-01,PreCovid,5,4.0,"[[hotel, first, 1]]",,,1.0,0.25,,,,,,
29050,Geoffrey G,2015-11-01,PreCovid,5,5.0,[],,,,,,,,,,
29051,Maui Thepoortraveler,2015-11-01,PreCovid,5,5.0,"[[hotel, singapor, 1], [view, great, 0], [view, nice, 0], [pool, swim, 2]]",,,1.0,0.0,2.0,0.7,1.0,0.0,,
29052,mngolovetotravel,2015-06-01,PreCovid,5,2.0,[],,,,,,,,,,
29053,Eiluj62,2015-11-01,PreCovid,5,5.0,"[[bay, nice, 0], [view, straight, 0], [room, cheaper, 2]]",,,,,2.0,0.4,1.0,0.0,,
29054,Peter D,2015-11-01,PreCovid,5,5.0,"[[time, third, 4], [visit, good, 0], [visit, last, 0], [visit, great, 0]]",1.0,0.0,,,3.0,0.5,,,,
29055,Soren M,2015-10-01,PreCovid,5,1.0,"[[room, mere, 2], [room, high, 2]]",,,,,,,2.0,-0.16999999999999998,,
29056,Richliwang,2015-11-01,PreCovid,5,5.0,"[[stay, great, 0], [bathroom, live, 2], [room, hous, 2], [room, sizeabl, 2], [night, great, 0], [room, extra, 2]]",,,,,2.0,0.8,4.0,0.03409090909090909,,
29057,Martim05,2015-11-01,PreCovid,5,5.0,"[[bay, experi, 0]]",,,,,1.0,0.0,,,,
29058,eelnaes,2015-11-01,PreCovid,5,5.0,"[[stay, great, 0], [night, singapor, 0], [pool, good, 2], [pool, swim, 2]]",,,,,2.0,0.4,2.0,0.35,,
29059,Tracy133,2015-11-01,PreCovid,5,5.0,"[[food, complex, 3]]",,,,,,,,,1.0,-0.3
29060,Kamal T,2015-11-01,PreCovid,5,4.0,"[[hotel, great, 1], [view, complex, 0], [pool, whole, 2], [pool, upper, 2], [price, high, 2], [room, henc, 2]]",,,1.0,0.8,1.0,-0.3,4.0,0.09,,
29061,nancyandmarvin,2015-11-01,PreCovid,5,5.0,"[[view, spectacular, 0]]",,,,,1.0,0.6,,,,
29062,Prateek,2015-07-01,PreCovid,5,5.0,"[[time, best, 4], [view, scenic, 0]]",1.0,1.0,,,1.0,0.0,,,,
29063,Boodar,2015-11-01,PreCovid,5,5.0,"[[shop, best, 1]]",,,1.0,1.0,,,,,,
29064,curiousity_88,2015-11-01,PreCovid,5,5.0,"[[view, classi, 0], [room, cabl, 2], [guest, small, 4], [peopl, much, 2], [stay, great, 0]]",1.0,-0.25,,,2.0,0.4,2.0,0.1,,
29065,wernerv,2015-11-01,PreCovid,5,3.0,"[[hotel, best, 1], [hotel, typic, 1], [room, 'pp touch', 2], [view, nice, 0], [floor, higher, 2], [bed, ok, 2], [hotel, featur, 1], [hotel, 'best featur', 1]]",,,4.0,0.5,1.0,0.6,3.0,0.25,,
29066,Anzacng,2015-11-01,PreCovid,5,4.0,"[[guest, high, 4], [view, nice, 0], [floor, older, 2], [night, late, 0], [staff, servic, 0], [guest, keen, 4], [night, next, 0], [food, bad, 3]]",2.0,0.08,,,4.0,0.075,1.0,0.16666666666666666,1.0,-0.6999999999999998
29067,Ginkai S,2015-11-01,PreCovid,5,4.0,"[[view, great, 0]]",,,,,1.0,0.8,,,,
29068,mehulbds,2015-11-01,PreCovid,5,5.0,"[[hotel, nice, 1]]",,,1.0,0.6,,,,,,
29069,Joy Palero,2015-03-01,PreCovid,5,5.0,[],,,,,,,,,,
29070,timbo12369,2015-11-01,PreCovid,5,3.0,[],,,,,,,,,,
29071,p1llx,2015-09-01,PreCovid,5,5.0,"[[pool, straight, 2], [pool, reopen, 2], [room, 'still pretti', 2]]",,,,,,,3.0,0.06666666666666667,,
29072,Paddobearable,2015-11-01,PreCovid,5,5.0,"[[time, first, 4], [book, best, 4], [price, best, 2], [arriv, old, 4], [check, quick, 4], [room, regular, 2], [time, close, 4], [pool, kid, 2]]",5.0,0.33666666666666667,,,,,3.0,0.3333333333333333,,
29073,stuart w,2015-10-01,PreCovid,5,4.0,"[[room, servic, 2], [room, great, 2], [view, great, 0]]",,,,,1.0,0.8,2.0,0.4,,
29074,Mikhil,2015-01-01,PreCovid,5,5.0,"[[room, basic, 2]]",,,,,,,1.0,0.0,,
29075,YP T,2015-11-01,PreCovid,5,3.0,"[[go, great, 2], [time, earliest, 4], [time, normal, 4]]",2.0,0.075,,,,,1.0,0.8,,
29076,xPositor,2015-10-01,PreCovid,5,4.0,"[[hotel, great, 1], [pool, minor, 2], [pool, best, 2], [food, better, 3], [food, singapor, 3]]",,,1.0,0.8,,,2.0,0.475,2.0,0.25
29077,Chaching,2015-09-01,PreCovid,5,5.0,"[[staff, good, 0], [staff, 'super good', 0]]",,,,,2.0,0.6083333333333333,,,,
29078,Anil G,2015-11-01,PreCovid,5,5.0,"[[night, atleast, 0]]",,,,,1.0,0.0,,,,
29079,Thambili Island T,2015-10-01,PreCovid,5,5.0,[],,,,,,,,,,
29080,Kevin M,2015-11-01,PreCovid,5,2.0,"[[time, first, 4]]",1.0,0.25,,,,,,,,
29081,cathyvl,2015-11-01,PreCovid,5,5.0,"[[room, everi, 2]]",,,,,,,1.0,0.0,,
29082,darrylgreen,2015-11-01,PreCovid,5,5.0,"[[check, first, 4], [room, cheapest, 2], [view, alloc, 0], [room, cheap, 2], [floor, third, 2], [view, much, 0], [view, huge, 0], [view, clean, 0], [floor, largest, 2]]",1.0,0.25,,,4.0,0.2416666666666667,4.0,0.1,,
29083,TaqiahY,2015-11-01,PreCovid,5,3.0,"[[room, nice, 2], [room, side, 2], [bed, extra, 2], [bed, big, 2], [bed, twin, 2], [bathroom, basic, 2], [room, basic, 2], [room, rememb, 2], [bay, sizeabl, 0], [night, better, 0], [night, 'much better', 0]]",,,,,3.0,0.3333333333333333,8.0,0.075,,
29084,Kermeen K,2015-11-01,PreCovid,5,3.0,"[[birthday, celebr, 3], [room, straight, 2], [pool, long, 2], [day, last, 4]]",1.0,0.0,,,,,2.0,0.07500000000000001,1.0,0.0
29085,James2727,2015-10-01,PreCovid,5,5.0,"[[room, huge, 2], [room, 'well appoint', 2]]",,,,,,,2.0,0.20000000000000004,,
29086,SalTon,2015-09-01,PreCovid,5,5.0,"[[club, grand, 0]]",,,,,1.0,0.5,,,,
29087,Jcgmd H,2015-08-01,PreCovid,5,4.0,"[[check, singapor, 4], [pool, swim, 2]]",1.0,0.0,,,,,1.0,0.0,,
29088,deniseandandysmith,2015-11-01,PreCovid,5,4.0,"[[hotel, grand, 1]]",,,1.0,0.5,,,,,,
29089,30carat,2015-10-01,PreCovid,5,3.0,"[[hotel, special, 1], [view, special, 0]]",,,1.0,0.35714285714285715,1.0,0.35714285714285715,,,,
29090,Sholpi,2015-11-01,PreCovid,5,4.0,"[[view, nice, 0], [room, huge, 2]]",,,,,1.0,0.6,1.0,0.4000000000000001,,
29091,Ogijebby,2015-09-01,PreCovid,5,3.0,"[[view, singapor, 0], [room, superior, 2], [room, practic, 2], [room, standard, 2], [room, superior, 2], [room, consid, 2], [hotel, huge, 1], [pool, swim, 2], [room, better, 2], [room, servic, 2]]",,,1.0,0.4000000000000001,1.0,0.0,8.0,0.2375,,
29092,Diane D,2015-10-01,PreCovid,5,5.0,"[[day, last, 4]]",1.0,0.0,,,,,,,,
